MnO2,Mn2O3,Mn3O4,MnO,H2,H2O,Time,Temperature,Reduction_Degree,RD_Actual
0.0,299.99999824848885,0.0,674.0356015340072,4.253499692588541,51.35079515774663,1490.909090909091,1273.0,0.999999999,70.94000027611581
0.0,299.99999824848885,0.0,674.0356015340072,4.253499692588541,51.35079515774663,1527.2727272727275,1273.0,0.999999999,70.94000027611581
0.0,299.99999824848885,0.0,674.0356015340072,4.253499692588541,51.35079515774663,1563.6363636363637,1273.0,0.999999999,70.94000027611581
0.0,299.99999824848885,0.0,674.0356015340072,4.253499692588541,51.35079515774663,1600.0000000000002,1273.0,0.999999999,70.94000027611581
0.0,299.99999824848885,0.0,674.0356015340072,4.253499692588541,51.35079515774663,1636.3636363636365,1273.0,0.999999999,70.94000027611581
0.0,299.99999824848885,0.0,674.0356015340072,4.253499692588541,51.35079515774663,1672.727272727273,1273.0,0.999999999,70.94000027611581
0.0,299.99999824848885,0.0,674.0356015340072,4.253499692588541,51.35079515774663,1709.0909090909092,1273.0,0.999999999,70.94000027611581
0.0,299.99999824848885,0.0,674.0356015340072,4.253499692588541,51.35079515774663,1745.4545454545455,1273.0,0.999999999,70.94000027611581
0.0,299.99999824848885,0.0,674.0356015340072,4.253499692588541,51.35079515774663,1781.818181818182,1273.0,0.999999999,70.94000027611581
0.0,299.99999824848885,0.0,674.0356015340072,4.253499692588541,51.35079515774663,1818.1818181818182,1273.0,0.999999999,70.94000027611581
0.0,299.99999824848885,0.0,674.0356015340072,4.253499692588541,51.35079515774663,1854.5454545454547,1273.0,0.999999999,70.94000027611581
0.0,299.99999824848885,0.0,674.0356015340072,4.253499692588541,51.35079515774663,1890.909090909091,1273.0,0.999999999,70.94000027611581
0.0,299.99999824848885,0.0,674.0356015340072,4.253499692588541,51.35079515774663,1927.2727272727275,1273.0,0.999999999,70.94000027611581
0.0,299.99999824848885,0.0,674.0356015340072,4.253499692588541,51.35079515774663,1963.6363636363637,1273.0,0.999999999,70.94000027611581
0.0,299.99999824848885,0.0,674.0356015340072,4.253499692588541,51.35079515774663,2000.0000000000002,1273.0,0.999999999,70.94000027611581
0.0,299.99999824848885,0.0,674.0356015340072,4.253499692588541,51.35079515774663,2036.3636363636365,1273.0,0.999999999,70.94000027611581
0.0,299.99999824848885,0.0,674.0356015340072,4.253499692588541,51.35079515774663,2072.727272727273,1273.0,0.999999999,70.94000027611581
0.0,299.99999824848885,0.0,674.0356015340072,4.253499692588541,51.35079515774663,2109.0909090909095,1273.0,0.999999999,70.94000027611581
0.0,299.99999824848885,0.0,674.0356015340072,4.253499692588541,51.35079515774663,2145.4545454545455,1273.0,0.999999999,70.94000027611581
0.0,299.99999824848885,0.0,674.0356015340072,4.253499692588541,51.35079515774663,2181.818181818182,1273.0,0.999999999,70.94000027611581
0.0,299.99999824848885,0.0,674.0356015340072,4.253499692588541,51.35079515774663,2218.1818181818185,1273.0,0.999999999,70.94000027611581
0.0,299.99999824848885,0.0,674.0356015340072,4.253499692588541,51.35079515774663,2254.545454545455,1273.0,0.999999999,70.94000027611581
0.0,299.99999824848885,0.0,674.0356015340072,4.253499692588541,51.35079515774663,2290.909090909091,1273.0,0.999999999,70.94000027611581
0.0,299.99999824848885,0.0,674.0356015340072,4.253499692588541,51.35079515774663,2327.2727272727275,1273.0,0.999999999,70.94000027611581
0.0,299.99999824848885,0.0,674.0356015340072,4.253499692588541,51.35079515774663,2363.636363636364,1273.0,0.999999999,70.94000027611581
0.0,299.99999824848885,0.0,674.0356015340072,4.253499692588541,51.35079515774663,2400.0,1273.0,0.999999999,70.94000027611581
0.0,299.99999824848885,0.0,674.0356015340072,4.253499692588541,51.35079515774663,2436.3636363636365,1273.0,0.999999999,70.94000027611581
0.0,299.99999824848885,0.0,674.0356015340072,4.253499692588541,51.35079515774663,2472.727272727273,1273.0,0.999999999,70.94000027611581
0.0,299.99999824848885,0.0,674.0356015340072,4.253499692588541,51.35079515774663,2509.0909090909095,1273.0,0.999999999,70.94000027611581
0.0,299.99999824848885,0.0,674.0356015340072,4.253499692588541,51.35079515774663,2545.4545454545455,1273.0,0.999999999,70.94000027611581
0.0,299.99999824848885,0.0,674.0356015340072,4.253499692588541,51.35079515774663,2581.818181818182,1273.0,0.999999999,70.94000027611581
0.0,299.99999824848885,0.0,674.0356015340072,4.253499692588541,51.35079515774663,2618.1818181818185,1273.0,0.999999999,70.94000027611581
0.0,299.99999824848885,0.0,674.0356015340072,4.253499692588541,51.35079515774663,2654.545454545455,1273.0,0.999999999,70.94000027611581
0.0,299.99999824848885,0.0,674.0356015340072,4.253499692588541,51.35079515774663,2690.909090909091,1273.0,0.999999999,70.94000027611581
0.0,299.99999824848885,0.0,674.0356015340072,4.253499692588541,51.35079515774663,2727.2727272727275,1273.0,0.999999999,70.94000027611581
0.0,299.99999824848885,0.0,674.0356015340072,4.253499692588541,51.35079515774663,2763.636363636364,1273.0,0.999999999,70.94000027611581
0.0,299.99999824848885,0.0,674.0356015340072,4.253499692588541,51.35079515774663,2800.0000000000005,1273.0,0.999999999,70.94000027611581
0.0,299.99999824848885,0.0,674.0356015340072,4.253499692588541,51.35079515774663,2836.3636363636365,1273.0,0.999999999,70.94000027611581
0.0,299.99999824848885,0.0,674.0356015340072,4.253499692588541,51.35079515774663,2872.727272727273,1273.0,0.999999999,70.94000027611581
0.0,299.99999824848885,0.0,674.0356015340072,4.253499692588541,51.35079515774663,2909.0909090909095,1273.0,0.999999999,70.94000027611581
0.0,299.99999824848885,0.0,674.0356015340072,4.253499692588541,51.35079515774663,2945.4545454545455,1273.0,0.999999999,70.94000027611581
0.0,299.99999824848885,0.0,674.0356015340072,4.253499692588541,51.35079515774663,2981.818181818182,1273.0,0.999999999,70.94000027611581
0.0,299.99999824848885,0.0,674.0356015340072,4.253499692588541,51.35079515774663,3018.1818181818185,1273.0,0.999999999,70.94000027611581
0.0,299.99999824848885,0.0,674.0356015340072,4.253499692588541,51.35079515774663,3054.545454545455,1273.0,0.999999999,70.94000027611581
0.0,299.99999824848885,0.0,674.0356015340072,4.253499692588541,51.35079515774663,3090.909090909091,1273.0,0.999999999,70.94000027611581
0.0,299.99999824848885,0.0,674.0356015340072,4.253499692588541,51.35079515774663,3127.2727272727275,1273.0,0.999999999,70.94000027611581
0.0,299.99999824848885,0.0,674.0356015340072,4.253499692588541,51.35079515774663,3163.636363636364,1273.0,0.999999999,70.94000027611581
0.0,299.99999824848885,0.0,674.0356015340072,4.253499692588541,51.35079515774663,3200.0000000000005,1273.0,0.999999999,70.94000027611581
0.0,299.99999824848885,0.0,674.0356015340072,4.253499692588541,51.35079515774663,3236.3636363636365,1273.0,0.999999999,70.94000027611581
0.0,299.99999824848885,0.0,674.0356015340072,4.253499692588541,51.35079515774663,3272.727272727273,1273.0,0.999999999,70.94000027611581
0.0,299.99999824848885,0.0,674.0356015340072,4.253499692588541,51.35079515774663,3309.0909090909095,1273.0,0.999999999,70.94000027611581
0.0,299.99999824848885,0.0,674.0356015340072,4.253499692588541,51.35079515774663,3345.454545454546,1273.0,0.999999999,70.94000027611581
0.0,299.99999824848885,0.0,674.0356015340072,4.253499692588541,51.35079515774663,3381.818181818182,1273.0,0.999999999,70.94000027611581
0.0,299.99999824848885,0.0,674.0356015340072,4.253499692588541,51.35079515774663,3418.1818181818185,1273.0,0.999999999,70.94000027611581
0.0,299.99999824848885,0.0,674.0356015340072,4.253499692588541,51.35079515774663,3454.545454545455,1273.0,0.999999999,70.94000027611581
0.0,299.99999824848885,0.0,674.0356015340072,4.253499692588541,51.35079515774663,3490.909090909091,1273.0,0.999999999,70.94000027611581
0.0,299.99999824848885,0.0,674.0356015340072,4.253499692588541,51.35079515774663,3527.2727272727275,1273.0,0.999999999,70.94000027611581
0.0,299.99999824848885,0.0,674.0356015340072,4.253499692588541,51.35079515774663,3563.636363636364,1273.0,0.999999999,70.94000027611581
0.0,299.99999824848885,0.0,674.0356015340072,4.253499692588541,51.35079515774663,3600.0,1273.0,0.999999999,70.94000027611581
